yyyymm,mahalanobis,mahalanobis_sq,gaussian_logpdf
201701,1.9026261417872996,3.6199862354124255,35.41502693775756
201702,1.3173881786041952,1.735511613126079,36.357264248900734
201703,1.178278858190978,1.3883410676598347,36.530849521633854
201704,0.9804470968625588,0.9612765097462198,36.744381800590666
201705,1.5129186588673318,2.2889228683489256,36.08055862128931
201706,0.8534176728165099,0.7283217242755475,36.860859193326
201707,1.5987326199564418,2.5559459901127886,35.94704706040738
201708,1.2871631977790807,1.6567890977168687,36.39662550660534
201709,1.3324043383208162,1.7753013207761317,36.337369395075704
201710,1.8035207847132324,3.2526872208926334,35.59867644501745
201711,1.0441515263113719,1.0902524098983675,36.67989385051459
201712,2.4496258124951735,6.0006666212426385,34.22468674484245
201801,2.333509535171782,5.445266750737625,34.50238668009496
201802,1.4825979316020161,2.198096626790577,36.12597174206849
201803,1.6246731757655202,2.6395629280520208,35.905238591437765
201804,1.0475853883628796,1.0974351459114053,36.67630248250807
201805,0.8579148226993626,0.7360178430072788,36.857011133960135
201806,1.2467453828122472,1.5543740495636569,36.44783303068194
201807,1.7075206654762765,2.9156268230285463,35.7672066439495
201808,1.449823050213404,2.1019868769300984,36.174026616998724
201809,1.6030614392021079,2.5698059778567335,35.94011706653541
